0.026,-0.047,-1.010,-1.468,-0.191,-0.191,-21.848,-15.945,-15.945,37.955,38.655,10.665,
-0.014,-0.103,-0.964,-0.030,-0.054,-0.054,-20.344,-15.851,-15.851,40.157,39.004,17.349,
0.027,-0.007,-0.990,-1.649,0.204,0.204,-20.136,-16.852,-16.852,39.297,33.698,15.325,
0.048,-0.031,-0.883,-1.796,-0.378,-0.378,-22.760,-16.440,-16.440,42.625,35.164,13.665,
-0.009,-0.002,-0.901,-0.150,0.120,0.120,-21.093,-16.807,-16.807,34.723,34.370,356.048,
0.013,-0.014,-0.831,-1.918,0.035,0.035,-19.280,-18.657,-18.657,47.285,39.567,355.546,
-0.107,-0.130,-1.558,-0.286,0.022,0.022,-19.800,-17.485,-17.485,34.285,39.642,344.588,
-0.038,-0.123,-1.579,-1.699,-0.012,-0.012,-20.792,-17.170,-17.170,40.405,40.107,343.513,
0.038,0.092,-0.933,0.774,-0.179,-0.179,-23.083,-17.330,-17.330,42.903,41.555,338.606,
-0.038,-0.020,-1.490,0.581,0.102,0.102,-22.268,-16.425,-16.425,37.169,40.378,336.957,
-0.058,-0.045,-1.294,-0.712,0.125,0.125,-22.366,-16.846,-16.846,39.081,39.215,336.603,
-0.035,0.028,-1.409,-0.609,0.030,0.030,-23.148,-16.889,-16.889,41.192,42.280,341.686,
0.035,-0.021,-0.563,-1.383,-0.812,-0.812,-23.553,-16.251,-16.251,41.132,46.275,46.850,
-0.077,0.006,-1.447,-1.060,-0.302,-0.302,-20.340,-17.467,-17.467,39.083,47.283,268.193,
-0.026,0.046,-1.071,-2.023,0.062,0.062,-20.629,-18.056,-18.056,48.593,44.518,354.269,
0.036,0.043,-1.021,-0.422,-0.223,-0.223,-20.916,-17.088,-17.088,44.299,39.996,345.475,
0.015,-0.046,-1.361,-0.689,-0.294,-0.294,-21.790,-15.559,-15.559,39.676,41.717,343.869,
-0.032,-0.038,-1.300,-0.428,-0.233,-0.233,-22.067,-15.211,-15.211,38.984,46.583,347.189,
-0.010,-0.017,-0.428,-0.720,0.023,0.023,-22.609,-18.445,-18.445,32.913,44.038,353.220,
-0.187,-0.165,-1.152,-0.355,1.533,1.533,5.121,-23.974,-23.974,94.758,140.862,126.225,
-0.066,0.029,-0.869,-0.224,1.769,1.769,8.332,-23.720,-23.720,123.522,127.483,127.216,
-0.074,-0.045,-0.510,-0.013,0.168,0.168,8.580,-23.722,-23.722,123.657,125.113,133.310
