0.130,0.853,0.693
0.134,1.175,0.824
0.005,0.071,0.330
0.150,0.881,0.713
0.384,1.429,1.025
0.208,1.364,0.929
0.227,0.748,0.690
0.242,0.855,0.739
0.289,0.795,0.734
0.236,1.006,0.797
0.033,1.321,0.842
0.239,0.798,0.715
0.344,0.802,0.758
0.437,0.970,0.863
0.022,1.420,0.877
0.408,0.758,0.766
0.326,1.080,0.862
