1.115,1.153,0.563,0.805,1.279,1.279,16.347,-17.072,-17.072,101.582,236.388,54.996,
0.010,-0.018,-0.739,0.003,-0.673,-0.673,15.216,-23.582,-23.582,120.946,314.783,77.451,
0.016,-0.110,-0.633,0.420,-0.515,-0.515,29.029,-12.428,-12.428,148.129,29.245,164.044,
0.013,-0.055,-0.764,0.877,-0.453,-0.453,20.692,14.060,14.060,216.611,47.941,192.942,
0.039,-0.016,-0.778,-0.467,0.701,0.701,23.480,11.949,11.949,208.893,43.131,187.434,
-0.038,-0.062,-0.723,0.354,-0.286,-0.286,25.167,11.465,11.465,210.652,38.633,185.864,
-0.057,0.044,-0.889,0.409,-0.526,-0.526,25.582,2.518,2.518,199.134,18.959,169.889,
-0.028,-0.011,-0.656,-0.224,0.329,0.329,24.606,0.030,0.030,194.211,18.314,175.434,
0.023,-0.098,-0.880,0.455,-0.578,-0.578,25.052,3.120,3.120,183.064,16.474,173.000,
-0.027,-0.028,-0.636,0.068,0.194,0.194,30.056,0.590,0.590,184.759,19.200,181.679,
0.027,-0.026,-0.877,1.094,-0.728,-0.728,27.829,3.411,3.411,183.795,19.836,186.163,
-0.027,-0.003,-0.624,-0.282,0.355,0.355,26.584,5.223,5.223,201.167,24.764,193.220,
0.022,-0.076,-0.855,1.205,-0.735,-0.735,25.381,6.177,6.177,196.011,25.743,195.988,
0.002,-0.035,-0.705,-0.714,0.449,0.449,27.390,6.803,6.803,201.835,30.467,200.775,
0.014,-0.019,-0.850,0.770,-0.644,-0.644,24.373,7.904,7.904,195.427,28.244,201.708,
0.067,-0.095,-0.780,-0.274,-0.871,-0.871,10.783,16.222,16.222,243.211,105.896,288.912,
0.107,-0.083,-0.653,0.170,0.625,0.625,-0.666,24.760,24.760,287.215,100.607,287.774,
0.001,-0.014,-0.655,-0.395,-0.379,-0.379,-2.366,23.048,23.048,271.208,111.427,297.341,
0.083,0.127,-0.828,0.261,1.215,1.215,-7.019,23.482,23.482,273.840,113.017,298.925,
0.080,-0.074,-0.692,0.199,0.453,0.453,-9.057,24.630,24.630,286.109,112.927,299.950
