1.217,0.974,0.317,0.787,0.955,0.955,-11.058,-1.123,-1.123,17.753,137.550,6.388,
0.031,-0.022,-0.720,0.923,-0.298,-0.298,-25.693,-7.242,-7.242,21.329,23.307,287.838,
0.054,-0.099,-0.852,-0.575,-0.096,-0.096,-16.626,-9.522,-9.522,29.130,3.994,273.220,
-0.037,0.043,-0.504,0.440,0.148,0.148,-23.403,-9.771,-9.771,10.600,8.323,275.097,
-0.011,0.224,-0.533,0.800,-0.545,-0.545,-27.436,-11.783,-11.783,42.895,12.871,268.382,
0.051,-0.026,-0.808,0.071,-0.042,-0.042,-25.663,-10.800,-10.800,27.366,18.648,267.930,
0.108,0.008,-0.935,-0.350,0.232,0.232,-26.836,-7.642,-7.642,24.288,20.863,267.512,
0.105,-0.041,-0.914,-0.322,0.048,0.048,-24.770,-7.002,-7.002,23.157,20.467,269.487,
0.080,-0.025,-0.876,-0.232,0.123,0.123,-25.470,-7.233,-7.233,21.345,19.420,269.201,
0.007,0.235,-0.913,0.539,-0.170,-0.170,-26.906,-8.587,-8.587,36.689,37.368,286.107
