0.101,-0.103,-0.878,-1.035,-1.617,-1.617,-1.301,27.020,27.020,290.460,282.605,160.893,
-0.058,-0.226,-1.648,0.364,0.435,0.435,-4.108,24.707,24.707,296.790,274.966,148.611,
0.051,-0.105,-0.776,1.209,1.605,1.605,-3.843,25.249,25.249,288.987,273.564,142.788,
0.029,-0.150,-1.297,0.544,1.252,1.252,-2.607,25.389,25.389,287.106,274.983,136.786,
-0.046,-0.177,-1.499,0.036,0.345,0.345,-2.621,25.502,25.502,289.615,271.119,126.991,
-0.244,0.041,-1.470,-0.678,-0.314,-0.314,-0.895,25.138,25.138,272.245,254.570,102.361,
-0.147,0.103,-1.248,1.492,-0.185,-0.185,1.981,22.135,22.135,252.289,220.092,64.963,
0.060,0.281,-1.519,-0.216,0.276,0.276,10.847,18.406,18.406,221.913,211.996,45.242,
0.015,0.061,-0.933,2.410,-1.037,-1.037,11.207,20.393,20.393,242.795,220.565,46.889,
-0.031,0.147,-1.259,1.573,-0.152,-0.152,8.345,21.859,21.859,246.678,234.194,46.575,
-0.189,0.171,-1.594,-0.413,-0.061,-0.061,6.712,22.153,22.153,249.907,242.013,41.698,
-0.030,0.006,-1.050,2.144,-0.233,-0.233,6.355,22.065,22.065,242.458,242.738,35.508,
-0.032,0.237,-1.650,0.635,-0.139,-0.139,5.043,24.914,24.914,248.146,253.828,33.885,
-0.233,0.323,-0.682,0.119,1.230,1.230,0.305,24.159,24.159,271.348,315.710,93.899,
-0.379,0.188,-1.820,0.702,0.677,0.677,-27.415,13.898,13.898,310.588,313.353,116.025,
-0.099,0.088,-1.308,-1.864,0.392,0.392,-24.973,5.609,5.609,310.018,41.930,185.098,
-0.018,-0.179,-1.575,-0.110,-0.253,-0.253,-19.664,-9.594,-9.594,23.537,34.502,174.727,
-0.103,-0.142,-1.037,-2.178,-0.175,-0.175,-14.329,-10.558,-10.558,20.299,31.318,167.465,
-0.129,-0.206,-1.502,-0.014,-0.243,-0.243,-12.376,-12.661,-12.661,27.196,19.396,147.049,
-0.196,-0.135,-1.059,-1.959,0.928,0.928,-16.642,-11.337,-11.337,141.655,6.383,129.659,
-0.019,-0.261,-1.395,-0.545,1.160,1.160,-20.247,-8.077,-8.077,21.682,10.848,127.800,
-0.103,-0.057,-0.795,-1.390,0.138,0.138,-20.565,-2.735,-2.735,194.251,9.871,125.917,
-0.100,-0.303,-1.588,-0.257,-0.231,-0.231,-16.418,-7.168,-7.168,122.995,11.368,124.369,
-0.237,-0.267,-1.619,0.656,-0.338,-0.338,-14.497,-11.230,-11.230,28.896,8.149,116.325,
-0.161,-0.327,-1.353,-1.617,0.571,0.571,-13.976,-12.285,-12.285,23.961,5.451,109.573,
-0.272,-0.310,-1.489,0.129,0.350,0.350,-13.970,-11.942,-11.942,52.767,134.924,103.508,
-0.112,-0.136,-1.151,-1.930,1.258,1.258,-12.959,-12.392,-12.392,21.388,8.833,106.414,
0.142,-0.044,-1.666,-1.666,0.183,0.183,-13.208,-10.245,-10.245,48.751,277.311,91.045,
-0.069,-0.176,-0.978,-3.301,0.353,0.353,-13.455,-8.315,-8.315,173.560,137.706,88.094,
-0.006,-0.106,-1.624,-1.477,0.754,0.754,-9.223,-14.275,-14.275,76.722,70.320,74.542,
-0.029,0.005,-0.909,-2.338,0.522,0.522,-12.381,-12.116,-12.116,175.739,16.328,74.344,
0.017,-0.015,-1.263,-1.912,0.226,0.226,-14.494,-9.954,-9.954,51.435,19.861,68.410
