1.446,1.103,0.388,0.728,0.715,0.715,-11.849,4.899,4.899,34.333,136.701,144.083,
-0.014,-0.015,-0.384,-1.638,0.768,0.768,-27.355,-2.289,-2.289,49.436,205.844,299.847,
-0.100,-0.106,-0.257,-0.122,0.689,0.689,-26.834,-16.558,-16.558,20.048,79.017,291.014,
-0.057,0.071,-0.317,-1.948,0.604,0.604,-28.264,-10.062,-10.062,63.227,212.244,280.491,
-0.054,0.165,-0.427,-1.458,0.846,0.846,-28.682,-7.078,-7.078,264.230,214.735,274.539,
0.048,0.325,-0.618,-1.237,1.270,1.270,-30.374,-7.180,-7.180,194.433,6.896,269.941,
-0.075,0.256,-0.493,-1.994,0.525,0.525,-30.155,-10.191,-10.191,277.602,18.861,269.892,
-0.006,0.113,-0.604,-1.770,1.469,1.469,-29.397,-13.218,-13.218,185.778,24.259,271.396,
-0.283,-0.311,-0.249,0.733,0.048,0.048,-24.061,-9.210,-9.210,72.181,16.392,271.104,
-0.090,-0.308,-0.636,-1.084,0.259,0.259,-17.189,-9.580,-9.580,76.050,11.055,273.554,
-0.090,0.280,-0.260,-1.118,0.992,0.992,-28.877,-11.937,-11.937,250.275,36.383,286.101,
-0.183,0.136,-0.345,0.155,0.349,0.349,-32.364,-5.905,-5.905,299.184,44.042,294.226,
0.046,0.359,-0.752,-2.119,1.110,1.110,-31.963,-12.195,-12.195,182.267,38.637,293.096,
-0.004,0.358,-0.550,-2.564,1.212,1.212,-32.131,-6.999,-6.999,115.261,36.406,290.816,
0.000,0.069,-0.443,-1.138,1.162,1.162,-31.537,-11.753,-11.753,130.072,26.045,283.604,
0.115,0.231,-0.669,-2.207,1.342,1.342,-28.335,-7.978,-7.978,65.472,17.961,274.072,
-0.062,0.063,-0.413,-1.647,1.000,1.000,-30.964,-10.261,-10.261,58.894,22.634,283.193,
-0.157,-0.013,-0.334,-1.575,0.805,0.805,-31.923,-8.093,-8.093,142.050,21.397,272.442,
0.163,-0.205,-0.626,-1.602,1.358,1.358,-30.332,-8.948,-8.948,15.370,85.447,263.931
