1.242,0.892,0.458,1.138,1.259,1.259,-4.585,0.236,0.236,23.473,134.397,8.669,
-0.065,0.037,-0.318,0.426,0.025,0.025,-15.006,-3.762,-3.762,190.070,340.887,262.748,
0.001,-0.127,-0.391,-1.066,0.774,0.774,-17.735,-11.525,-11.525,190.699,343.516,252.764,
0.111,0.159,-0.484,1.114,-0.890,-0.890,-16.117,-9.433,-9.433,105.631,352.498,251.722,
0.207,0.140,-0.652,-1.044,0.425,0.425,-20.164,-3.261,-3.261,57.134,352.927,249.605,
0.091,-0.026,-0.942,-1.469,0.379,0.379,-16.440,-2.521,-2.521,22.205,355.625,256.320,
0.033,-0.097,-0.552,-0.423,0.308,0.308,-13.780,-7.253,-7.253,18.748,352.449,254.715,
0.106,0.136,-0.573,-1.708,1.075,1.075,-11.223,-9.459,-9.459,152.286,1.853,267.834,
0.039,0.018,-0.270,-0.955,0.766,0.766,-15.614,-7.820,-7.820,52.617,8.138,264.395,
-0.025,-0.034,-0.120,0.016,0.417,0.417,-15.906,-5.881,-5.881,191.086,15.560,269.845,
0.124,0.131,-0.419,-2.196,1.016,1.016,-17.539,-6.820,-6.820,61.779,25.626,284.185,
0.026,0.021,-0.197,-0.833,0.982,0.982,-19.379,-6.626,-6.626,63.701,20.240,284.003,
0.026,0.029,-0.254,0.696,0.143,0.143,-21.120,-5.695,-5.695,27.170,19.233,281.705,
0.130,0.101,-0.397,-1.372,0.775,0.775,-20.769,-4.786,-4.786,112.131,20.600,286.942,
0.016,-0.007,-0.152,-0.118,0.731,0.731,-20.811,-4.885,-4.885,46.504,17.450,288.408,
0.150,0.245,-0.784,-3.151,1.348,1.348,-16.114,-7.446,-7.446,70.011,31.740,305.645,
-0.038,-0.042,-0.421,1.159,-0.092,-0.092,-21.615,-9.679,-9.679,23.531,102.493,63.186,
0.036,-0.115,-0.393,0.307,0.696,0.696,-7.581,-24.044,-24.044,54.099,132.273,55.262,
0.132,-0.156,-0.268,-1.096,-0.961,-0.961,12.328,-21.233,-21.233,75.513,134.437,66.035,
0.193,-0.219,-0.231,-1.130,-1.092,-1.092,12.686,-19.025,-19.025,56.571,134.457,76.470,
0.234,-0.079,-0.298,-1.083,-1.369,-1.369,11.957,-19.392,-19.392,91.027,126.914,82.790,
0.049,0.032,-0.455,-1.241,-2.162,-2.162,8.261,-18.115,-18.115,93.904,133.686,100.811,
0.017,0.201,-0.477,-2.388,-1.865,-1.865,3.946,-21.660,-21.660,101.735,115.662,93.384,
0.176,-0.028,-0.434,-1.287,-1.755,-1.755,-2.779,-17.991,-17.991,71.418,92.088,83.142
