1.163,1.101,0.255,1.269,0.843,0.843,-12.886,-4.408,-4.408,25.256,-36.694,34.041,
0.046,-0.084,-0.717,-0.187,-0.098,-0.098,-25.999,-9.967,-9.967,27.235,8.994,325.979,
0.031,0.039,-0.886,0.697,-0.047,-0.047,-24.527,-9.434,-9.434,29.275,13.629,328.909,
0.019,-0.018,-0.840,-1.808,0.021,0.021,-22.010,-11.039,-11.039,29.181,19.251,335.073,
0.061,-0.087,-0.810,-1.241,-0.049,-0.049,-25.155,-10.919,-10.919,23.895,23.189,335.938,
0.043,-0.087,-0.722,0.403,0.015,0.015,-25.204,-10.189,-10.189,24.379,26.913,338.826,
0.066,-0.135,-0.707,-0.578,-0.007,-0.007,-24.449,-7.849,-7.849,20.575,23.871,340.945,
0.088,-0.103,-0.659,-0.479,0.198,0.198,-25.744,-9.514,-9.514,21.476,23.694,342.678,
0.036,-0.974,-0.107,0.194,-0.163,-0.163,38.628,-7.506,-7.506,15.548,-93.227,349.790,
0.058,-0.992,-0.128,0.178,0.090,0.090,41.829,-6.348,-6.348,18.348,-143.084,3.439
