-0.067,-0.021,-0.452,0.548,-0.136,-0.136,-35.432,-7.097,-7.097,199.846,19.609,224.266,
0.096,-0.110,-0.983,0.007,-0.030,-0.030,-18.735,-9.700,-9.700,30.153,14.712,217.201,
-0.053,0.047,-0.651,1.154,-0.885,-0.885,-25.997,-6.432,-6.432,146.775,19.474,226.767,
-0.014,0.012,-0.630,1.226,-0.627,-0.627,-25.326,-13.733,-13.733,34.805,22.389,227.400,
0.004,0.082,-0.778,0.975,-0.438,-0.438,-25.398,-12.481,-12.481,34.472,21.693,223.721,
0.038,0.152,-0.894,1.137,-0.589,-0.589,-24.188,-11.251,-11.251,33.196,25.683,220.932,
-0.036,0.060,-0.707,1.508,-0.421,-0.421,-28.245,-11.134,-11.134,45.087,28.271,221.927,
0.036,0.009,-0.822,1.063,-0.742,-0.742,-26.522,-9.437,-9.437,23.934,28.383,219.818,
0.126,0.270,-0.966,0.008,-0.350,-0.350,-24.967,-8.439,-8.439,39.139,19.774,211.896,
0.144,0.233,-0.972,0.000,-0.054,-0.054,-35.690,-4.271,-4.271,21.908,19.286,214.648,
0.125,0.236,-0.971,0.000,-0.008,-0.008,-35.249,-4.512,-4.512,21.328,17.121,213.142,
0.140,0.197,-0.856,1.716,-0.251,-0.251,-36.516,-3.865,-3.865,59.457,28.154,223.533
