0.155,0.136,-1.046,-0.316,-0.069,-0.069,-21.462,-3.440,-3.440,27.176,180.043,4.763,
-0.004,0.003,-0.615,-1.132,0.707,0.707,-22.502,-7.218,-7.218,135.107,60.074,337.484,
0.020,0.150,-0.711,-1.448,0.743,0.743,-25.324,-10.258,-10.258,27.951,26.322,344.607,
0.089,0.121,-0.695,-1.507,0.982,0.982,-27.472,-8.449,-8.449,25.301,26.862,342.194,
0.038,0.195,-0.778,-1.595,0.836,0.836,-28.264,-7.172,-7.172,27.707,23.398,340.185,
0.110,0.296,-0.992,-1.698,0.892,0.892,-27.189,-7.769,-7.769,23.641,23.695,341.053,
-0.022,0.008,-0.564,-1.474,0.971,0.971,-27.717,-10.562,-10.562,125.530,29.460,344.934,
0.157,0.285,-1.047,-1.951,0.990,0.990,-27.374,-9.655,-9.655,37.489,26.970,344.411,
0.112,0.231,-0.644,-2.008,0.946,0.946,-26.941,-8.538,-8.538,38.497,28.318,343.325,
0.300,0.580,-1.192,-2.826,0.649,0.649,-26.095,-9.358,-9.358,67.559,19.706,344.892,
0.245,0.587,-1.159,-3.534,0.595,0.595,-25.045,-7.797,-7.797,83.587,19.532,346.424,
0.258,0.543,-1.085,-3.106,0.556,0.556,-27.162,-13.018,-13.018,64.034,22.916,345.287,
0.137,0.826,-1.266,-3.163,0.729,0.729,-27.079,-11.015,-11.015,103.347,20.439,336.526,
0.109,0.475,-0.516,-3.577,0.866,0.866,-23.815,-13.159,-13.159,155.533,27.872,346.788,
0.385,1.076,-1.108,-1.117,0.744,0.744,-23.462,-10.650,-10.650,135.127,180.602,350.859,
0.084,0.852,-1.601,-3.148,0.169,0.169,-23.071,-10.586,-10.586,94.657,241.277,243.173,
0.253,0.811,-2.188,-1.819,0.339,0.339,-22.220,-15.350,-15.350,82.384,147.400,105.314,
0.148,0.907,-1.959,-2.107,-0.131,-0.131,-20.774,-12.798,-12.798,82.103,13.748,311.106,
0.187,0.926,-1.377,-3.505,0.379,0.379,-21.704,-14.739,-14.739,94.134,21.766,354.220,
0.196,0.477,-1.059,-2.736,0.453,0.453,-28.116,-11.961,-11.961,53.018,29.958,135.067,
0.027,-0.110,-0.722,-0.278,0.333,0.333,-31.845,-7.931,-7.931,14.348,32.975,30.604
