0.131,0.277,-0.379,-4.555,0.377,0.377,0.634,-1,
0.108,-0.369,0.360,-3.251,-0.005,-0.005,0.634,-1,
-0.121,-0.505,0.254,-2.437,-0.332,-0.332,0.634,-1,
-0.036,-0.304,0.102,0.650,-0.401,-0.401,0.634,-1
0.098,-0.012,-0.343,0.335,0.727,0.727,0.430,-1,
0.148,-0.105,-0.299,-0.089,-0.004,-0.004,0.743,-1,
0.106,-0.176,-0.334,-0.201,-0.538,-0.538,0.743,-1,
-0.090,-0.134,-0.102,-1.900,1.390,1.390,0.743,-1,
-0.058,-0.009,-0.271,-1.511,0.625,0.625,0.743,-1,
0.056,0.039,-0.265,-2.057,1.692,1.692,0.743,-1,
-0.007,-0.111,-0.136,-1.601,1.455,1.455,0.743,-1,
-0.030,0.179,-0.310,-3.941,1.306,1.306,0.743,-1,
0.140,0.318,-0.255,-3.490,2.383,2.383,0.743,-1,
0.128,0.527,-0.564,-4.251,1.739,1.739,0.743,-1,
0.276,0.308,-0.495,-4.121,2.194,2.194,0.743,-1,
0.397,0.834,-0.927,-3.769,1.380,1.380,0.743,-1,
-0.225,-0.358,0.200,-0.821,0.489,0.489,0.743,-1,
-0.273,-0.271,0.223,-0.660,0.623,0.623,0.743,-1,
0.012,0.424,-0.449,-4.332,1.244,1.244,0.743,-1,
0.352,0.317,-0.612,-4.168,1.945,1.945,0.743,-1,
0.337,0.744,-0.690,-4.565,1.138,1.138,0.743,-1
1.020,0.967,1.218,-1.148,2.176,2.176,0.424,0,
0.039,0.146,-0.133,-2.727,1.390,1.390,0.424,0,
-0.123,0.098,-0.206,2.680,-0.105,-0.105,0.424,-1,
-0.148,-0.055,-0.159,1.936,-0.115,-0.115,0.737,-1,
-0.126,0.006,-0.211,2.259,-0.411,-0.411,0.737,-1,
-0.109,0.010,-0.195,1.439,0.253,0.253,0.737,-1,
0.412,0.769,-1.035,-3.363,1.358,1.358,0.737,-1,
-0.155,-0.144,0.101,-1.882,1.216,1.216,0.737,-1,
-0.005,0.151,-0.298,-3.559,1.222,1.222,0.737,-1,
0.116,0.341,-0.485,-4.173,1.262,1.262,0.737,-1,
-0.069,-0.080,-0.143,0.392,-0.676,-0.676,0.737,-1,
0.137,-0.237,-0.138,-0.317,0.272,0.272,0.737,-1,
-0.009,-0.145,-0.170,-1.785,1.033,1.033,0.737,-1,
-0.147,-0.156,-0.135,-1.048,0.501,0.501,0.737,-1,
-0.047,0.081,-0.327,3.185,-0.039,-0.039,0.737,-1,
-0.189,0.070,-0.161,2.655,-0.026,-0.026,0.737,-1
0.337,-0.128,-0.995,-0.278,0.272,0.272,0.335,1,
0.096,0.037,-0.430,-1.893,0.677,0.677,0.335,1,
0.174,0.256,-0.876,-2.238,0.941,0.941,0.335,1,
0.283,0.315,-0.685,-1.822,1.528,1.528,0.335,1,
0.097,-0.064,-0.579,-1.955,1.273,1.273,0.335,1,
0.540,0.748,-1.849,0.509,-0.323,-0.323,0.335,1,
0.432,0.503,-0.680,-2.422,1.727,1.727,0.335,1,
-0.158,-0.160,-0.066,-1.795,1.012,1.012,0.335,1,
0.528,0.585,-1.519,-1.912,0.669,0.669,0.335,1,
0.019,0.102,-0.463,-2.931,1.227,1.227,0.335,1,
0.450,0.420,-1.006,-2.769,1.836,1.836,0.335,1,
0.628,0.787,-1.692,-1.232,0.851,0.851,0.335,1,
0.085,0.237,-0.387,-2.793,1.181,1.181,0.335,1,
0.502,0.806,-0.678,-2.195,0.534,0.534,0.335,1,
0.741,0.920,-0.360,-0.678,0.096,0.096,0.335,1,
0.427,1.238,-1.254,0.411,0.479,0.479,0.335,1,
0.058,-0.067,-0.179,-2.959,1.312,1.312,0.335,-1,
0.260,0.262,-0.630,-2.620,1.660,1.660,0.648,-1,
0.328,0.713,-1.187,-2.796,0.643,0.643,0.648,-1,
-0.082,-0.075,-0.535,-1.815,0.641,0.641,0.648,-1,
0.923,0.689,-1.458,-0.152,0.488,0.488,0.648,-1,
0.100,0.393,-0.475,-2.485,2.111,2.111,0.648,-1,
0.471,0.769,-1.009,-2.736,1.797,1.797,0.648,-1,
0.394,1.104,-1.462,-1.463,0.591,0.591,0.648,-1,
0.200,0.330,-0.495,-2.446,1.221,1.221,0.648,-11.410,1.034,0.171,-0.212,1.390,1.390,0.332,1,
0.085,0.029,-0.414,-1.106,0.773,0.773,0.332,1,
-0.072,-0.082,-0.297,0.520,-0.010,-0.010,0.332,1,
-0.022,-0.006,-0.240,1.954,-0.117,-0.117,0.332,1,
0.045,0.232,-0.449,-2.937,1.330,1.330,0.332,1,
0.132,0.284,-0.397,-3.609,1.860,1.860,0.332,1,
0.042,0.157,-0.368,-1.994,1.251,1.251,0.332,1,
0.114,0.608,-0.315,-2.295,1.417,1.417,0.332,1,
-0.032,0.150,-0.139,-2.241,1.481,1.481,0.332,1,
-0.038,-0.130,-0.239,-2.691,1.154,1.154,0.332,1,
0.320,0.547,-0.822,-3.083,1.736,1.736,0.332,1,
-0.025,0.186,-0.188,-2.022,1.518,1.518,0.332,1,
-0.133,0.053,-0.112,-1.602,1.139,1.139,0.332,1,
-0.228,-0.113,0.190,-1.415,1.099,1.099,0.332,1,
0.302,0.049,-0.596,-1.974,2.416,2.416,0.332,1
-0.375,-0.147,0.295,-1.994,1.421,1.421,0.668,-1,
0.089,-0.002,-0.197,-1.687,1.688,1.688,0.668,-1,
0.209,0.134,-0.717,0.556,0.008,0.008,0.668,-1,
0.028,0.049,-0.236,-1.541,0.741,0.741,0.668,-1,
0.017,0.121,-0.117,-0.552,0.469,0.469,0.668,-1,
-0.133,-0.124,0.152,-1.181,0.769,0.769,0.668,-1,
-0.188,-0.195,0.163,-1.441,0.927,0.927,0.668,-1,
0.792,1.122,0.468,1.650,-0.800,-0.800,0.668,-1,
-0.129,-0.081,0.231,0.913,0.328,0.328,0.668,-1,
-0.035,-0.074,0.140,1.011,-0.957,-0.957,0.668,-1,
0.606,0.921,0.352,-0.592,-0.669,-0.669,0.668,-1,
0.549,1.320,0.724,1.038,-0.420,-0.420,0.668,-1,
-0.154,-0.179,0.111,-1.375,1.088,1.088,0.668,-1,
-0.254,-0.210,0.131,-2.696,1.911,1.911,0.668,-1,
0.640,0.634,0.839,-2.838,1.904,1.904,0.668,-1,
0.140,0.518,-0.801,-2.430,1.143,1.143,0.668,-1,
0.013,0.081,-0.109,-0.724,0.164,0.164,0.668,-1
1.292,1.445,0.586,-2.275,1.975,1.975,0.341,1,
0.177,0.040,-0.119,-2.774,1.289,1.289,0.341,1,
-0.196,-0.242,0.117,-0.860,1.295,1.295,0.341,1,
-0.057,-0.239,-0.132,1.744,-0.774,-0.774,0.341,1,
-0.112,-0.041,-0.181,2.017,-0.792,-0.792,0.341,1,
0.003,0.175,-0.218,-2.845,1.402,1.402,0.341,1,
0.455,0.389,-0.790,-5.398,1.931,1.931,0.341,1,
-0.146,-0.021,0.201,1.183,-0.152,-0.152,0.341,1,
-0.110,-0.114,-0.131,2.779,-0.622,-0.622,0.341,1,
0.023,-0.092,-0.279,1.449,0.027,0.027,0.341,1,
-0.022,-0.108,-0.300,2.305,0.018,0.018,0.341,1,
0.022,-0.346,-0.208,-1.297,1.055,1.055,0.341,1,
-0.142,-0.181,-0.130,-0.157,0.479,0.479,0.341,1,
-0.138,-0.375,-0.111,-0.657,0.655,0.655,0.341,1,
0.386,0.903,0.492,-2.122,0.505,0.505,0.341,1
0.056,-0.236,-0.137,-2.326,0.977,0.977,0.446,0,
-0.105,-0.106,-0.184,1.231,-0.029,-0.029,0.446,0,
-0.082,-0.236,-0.233,-1.907,0.502,0.502,0.446,0,
-0.110,-0.008,-0.202,2.287,-0.260,-0.260,0.446,0,
-0.128,-0.102,0.151,2.235,-0.448,-0.448,0.446,0,
0.037,0.171,-0.442,2.948,-0.145,-0.145,0.446,0,
0.013,-0.109,-0.285,0.752,0.070,0.070,0.446,0,
-0.166,-0.410,0.167,-0.871,0.882,0.882,0.446,0,
0.147,0.179,-0.428,0.816,-0.215,-0.215,0.446,0,
0.118,0.168,-0.247,-3.229,1.746,1.746,0.446,0,
0.084,0.424,-0.656,-3.405,1.050,1.050,0.446,0,
0.236,-0.616,-0.165,-3.106,-0.729,-0.729,0.446,0,
-0.185,-0.185,0.167,1.047,-0.623,-0.623,0.446,0,
-0.302,-0.183,0.346,-1.700,1.319,1.319,0.446,0,
-0.266,-0.184,0.242,-0.897,1.020,1.020,0.446,0,
0.240,0.501,-0.733,1.782,-1.292,-1.292,0.446,0,
0.138,0.324,-0.367,-3.016,2.068,2.068,0.446,0
